reservation_id,guest_id,property_id,room_id,check_in_date,check_out_date,booking_status,booking_date
RES-AC258CBA85,578,12,505,05-15-2025,2025/05/19,PENDING,04-06-2025 12:00 AM
RES-CA01E43150,1186,9,376,13/06/2025,06-15-2025,confirmed,04-25-2025 12:00 AM
RES-13BC7F42AA,873,4,162,22-Aug-2025,25-Aug-2025,CNF,14/08/2025 00:00
RES-33A4A22573,77,10,400,2025/10/09,13-Oct-2025,CONFIRMED,10-04-2025 12:00 AM
RES-C49A0F15CE,978,7,291,09-10-2024,16/09/2024,cancelled,2024-08-25 00:00:00
RES-F1F98381D9,1006,10,418,2025-06-08,10/06/2025,CO,05-06-2025 12:00 AM
RES-FDA0C5C475,926,10,417,18/08/2025,2025/08/21,CHECKED_OUT,08-07-2025 12:00 AM
RES-2DBD82C9C6,1163,7,275,11-23-2024,2024-12-01,CHECKED_OUT,10-10-2024 12:00 AM
RES-C00586678D,616,8,339,05-14-2024,17/05/2024,checked-in,16/03/2024 00:00
RES-3AE557DB7A,677,4,142,29/12/2024,08-Jan-2025,No Show,12-26-2024 12:00 AM
RES-EF23CA6A56,765,1,13,13/11/2025,2025/11/20,CXL,2025-10-21 00:00:00
RES-23C6F62093,10,7,301,2025-07-24,30-Jul-2025,checked-in,07-03-2025 12:00 AM
RES-7BB199F164,124,11,438,12/03/2024,17-Mar-2024,NOSHOW,10/03/2024 00:00
RES-9B98D103FB,308,10,402,2026/08/01,2026-08-03,PND,07-31-2026 12:00 AM
RES-E9A5C68450,319,15,675,12/07/2026,07-22-2026,checked-in,05-17-2026 12:00 AM
RES-61DD24FB93,666,5,184,05-29-2025,02-Jun-2025,confirmed,26/05/2025 00:00
RES-82ECDA7670,619,5,195,09-Aug-2026,,cancelled,2026-07-19 00:00:00
RES-A19C319D68,348,6,271,11-26-2025,2025-12-06,conf,2025-11-10 00:00:00
RES-BAA76C55F4,128,11,438,28-Aug-2026,2026-09-02,conf,2026-08-06 00:00:00
RES-0BFF2FBA90,158,13,550,2025-05-04,10-May-2025,cancelled,28/03/2025 00:00
RES-870BD76827,1,11,426,07-Jul-2024,07-09-2024,CO,2024-06-18 00:00:00
RES-1957928DA1,176,15,661,03-19-2026,2026-03-25,Pending,19/01/2026 00:00
RES-7E918AC7A7,1061,7,300,09-28-2026,30-Sep-2026,CI,2026-08-20 00:00:00
RES-A5D337B8D3,970,8,309,07-30-2024,31/07/2024,CI,2024-06-23 00:00:00
RES-82C99900E9,211,3,137,2024/10/27,2024/11/06,CONFIRMED,2024-10-16 00:00:00
RES-A587304118,1052,5,185,2026/01/26,2026/02/02,CONFIRMED,2025-12-11 00:00:00
RES-715284EC7B,333,7,275,02-08-2024,2024-02-16,NS,02-01-2024 12:00 AM
RES-D6875C1FB6,1031,5,230,14-Oct-2026,10-21-2026,no_show,09-10-2026 12:00 AM
RES-62AA9204E4,1229,9,372,23-Oct-2024,10-30-2024,conf,10/09/2024 00:00
RES-378F56AE6D,642,5,190,2026/04/04,2026-04-06,Confirmed,2026-03-25 00:00:00
RES-047F31E411,736,9,369,24/06/2026,03/07/2026,No Show,04-28-2026 12:00 AM
RES-C3D0392B41,516,1,10,2024-07-23,31/07/2024,cancelled,2024-06-27 00:00:00
RES-112C7A6F7A,519,6,272,09-Oct-2024,2024-10-16,CHECKED_OUT,2024-09-04 00:00:00
RES-33178C29AC,1209,5,200,03-Aug-2025,10-Aug-2025,NOSHOW,02/07/2025 00:00
RES-D603982622,693,14,564,2026-04-11,12/04/2026,pending,23/03/2026 00:00
RES-EE4846A1CB,297,14,622,04-27-2026,04-30-2026,Checked In,2026-03-28 00:00:00
RES-1CF666ABB0,1214,7,296,07-Sep-2024,10-Sep-2024,Pending,07-31-2024 12:00 AM
RES-B4FE7C0967,212,9,372,2024/08/12,21/08/2024,Pending,06-22-2024 12:00 AM
RES-95E98314E6,874,11,450,02-22-2024,23/02/2024,Cancelled,22/01/2024 00:00
RES-026D6D55DE,1234,13,519,2025-08-31,02-Sep-2025,no-show,08-15-2025 12:00 AM
RES-51DADAA0D9,958,2,43,22-Mar-2024,2024-03-23,checked_in,02-28-2024 12:00 AM
RES-44A7BC7F83,1184,9,380,08/11/2025,11-15-2025,NOSHOW,09-18-2025 12:00 AM
RES-9BE63550A6,24,7,277,2026-08-29,2026/09/04,CI,22/07/2026 00:00
RES-5EA9741A57,760,12,483,28/12/2024,30/12/2024,PENDING,12-06-2024 12:00 AM
RES-516638F364,427,2,36,2025-12-29,2025-12-31,Checked Out,06/12/2025 00:00
RES-CC2A07C910,879,2,60,2025/04/05,2025-04-11,checked_in,15/02/2025 00:00
RES-2D0476C77F,292,2,48,16-Sep-2024,19-Sep-2024,checked_out,08-30-2024 12:00 AM
RES-53BACD1B1E,1117,4,149,26-Jun-2024,2024-06-28,NS,05-23-2024 12:00 AM
RES-9730D43B23,630,12,487,16/05/2025,2025-05-22,CANCELLED,03-29-2025 12:00 AM
RES-34A85E319F,1020,6,259,2024/03/19,24/03/2024,confirmed,03-13-2024 12:00 AM
RES-8B56C2EE01,885,9,376,03-18-2026,2026-03-28,no_show,02-24-2026 12:00 AM
RES-BEBCC9B75D,763,13,540,2024-05-18,19/05/2024,Cancelled,2024-04-04 00:00:00
RES-0EA8E8CD29,94,12,507,2025-07-01,08-Jul-2025,CO,14/06/2025 00:00
RES-8DB5AA480A,132,11,433,12-Sep-2025,2025-09-22,cancelled,04/08/2025 00:00
RES-7A8839D418,420,4,169,2024-11-17,19-Nov-2024,confirmed,08/11/2024 00:00
RES-79D46771A7,599,14,567,07-31-2024,08-04-2024,PND,07-23-2024 12:00 AM
RES-B87EEEC4B7,301,5,235,2025/12/07,12-11-2025,PND,2025-11-28 00:00:00
RES-DDAC33AAC5,158,11,445,2025/08/10,2025/08/20,PND,19/06/2025 00:00
RES-5512AF4E9F,131,7,289,2025-06-27,05/07/2025,NS,2025-05-27 00:00:00
RES-082C438132,330,9,375,13/11/2024,2024-11-21,CNF,11/10/2024 00:00
RES-A302AE720E,1045,6,262,09/12/2025,12-17-2025,no_show,22/10/2025 00:00
RES-19C6E5CE2A,83,10,418,11-13-2025,15-Nov-2025,No Show,10-03-2025 12:00 AM
RES-7FCE655C1F,1105,4,144,15/12/2024,2024-12-22,Checked In,11-29-2024 12:00 AM
RES-8C43E8A2E6,1155,4,149,16/09/2024,2024/09/23,CHECKED_OUT,2024-09-14 00:00:00
RES-3497E6327E,153,3,122,2025/01/11,01-19-2025,PENDING,29/12/2024 00:00
RES-EE874A2F4C,449,11,467,2024-12-11,16-Dec-2024,NS,11-23-2024 12:00 AM
RES-E98D221F57,1077,7,297,13/11/2026,23/11/2026,confirmed,09-22-2026 12:00 AM
RES-334C2DEA79,19,1,9,03-13-2024,23-Mar-2024,confirmed,2024-01-23 00:00:00
RES-F18BE5B405,1008,5,231,2025-12-11,2025-12-16,CI,10/12/2025 00:00
RES-56A0F9B1EB,560,7,291,10-07-2026,10-10-2026,checked_out,09-09-2026 12:00 AM
RES-A2D3DEA843,236,5,228,02-Jun-2024,2024-06-10,Cancelled,30/04/2024 00:00
RES-8C196E966C,460,13,532,29/02/2024,03-04-2024,PND,01-30-2024 12:00 AM
RES-195F63ED5B,526,10,409,01/06/2026,2026-06-02,CXL,2026-04-10 00:00:00
RES-0C274321E2,1025,13,553,20-Aug-2025,2025/08/25,checked_out,10/08/2025 00:00
RES-36942DDD79,393,14,572,05-08-2024,15/05/2024,CONFIRMED,05/04/2024 00:00
RES-0B971685C2,256,12,496,2025-05-13,23-May-2025,Cancelled,2025-04-19 00:00:00
RES-0F471A6C0A,317,15,651,07-23-2026,2026-07-31,PENDING,2026-06-28 00:00:00
RES-8604D18911,318,7,277,05-11-2024,2024-05-17,CNF,2024-05-06 00:00:00
RES-8B1EBDD699,210,11,445,19/02/2026,2026-03-01,checked-in,2026-01-24 00:00:00
RES-E9B27A1263,869,2,42,16/11/2025,2025/11/22,Cancelled,31/10/2025 00:00
RES-2A84D8C3C5,641,2,46,2026/04/02,04-12-2026,CANCELLED,02-21-2026 12:00 AM
RES-C44BAECF80,645,2,60,2025/05/13,19/05/2025,CXL,25/03/2025 00:00
RES-12869E6335,1189,1,18,17/11/2024,20/11/2024,No Show,11-14-2024 12:00 AM
RES-25A0192AD0,423,4,170,25/03/2026,2026/03/31,checked_in,24/01/2026 00:00
RES-993CDA235C,1042,6,261,05/10/2025,10-13-2025,checked-in,22/08/2025 00:00
RES-066FC06458,989,3,123,2024/12/08,13-Dec-2024,no-show,2024-10-19 00:00:00
RES-DB8A474750,18,5,181,08/09/2025,17-Sep-2025,checked-out,08-04-2025 12:00 AM
RES-AAF1880B09,426,11,472,2025/05/26,05-30-2025,CHECKED_IN,2025-04-18 00:00:00
RES-D2C89F2FB9,521,10,397,05-05-2025,05-11-2025,NOSHOW,2025-04-24 00:00:00
RES-C3F9B5DF7B,456,2,34,22-Jun-2026,2026-06-27,CANCELLED,2026-05-12 00:00:00
RES-AF0D6EE95E,977,6,274,2024-08-02,09/08/2024,Confirmed,07-25-2024 12:00 AM
RES-97CB3D466C,505,11,470,2025/11/19,11-28-2025,CANCELLED,10-11-2025 12:00 AM
RES-09E441AA86,876,10,415,2026/05/10,05-18-2026,PENDING,16/03/2026 00:00
RES-BA1C6C8DF9,726,15,672,2025/10/23,2025-10-31,Pending,09-30-2025 12:00 AM
RES-685F2F8104,295,2,60,23/01/2026,01/02/2026,PENDING,2026-01-16 00:00:00
RES-377C5E20F7,265,3,89,07-Feb-2025,02-15-2025,PENDING,2025-01-31 00:00:00
RES-5CCB70CA71,751,5,224,03-Apr-2024,12/04/2024,confirmed,23/03/2024 00:00
RES-1E0230F1E1,1236,1,9,03-10-2024,2024/03/15,no-show,08/02/2024 00:00
RES-D154C3C461,559,13,540,09-08-2024,09-12-2024,CANCELLED,2024-07-30 00:00:00
RES-F04D7BDA5D,443,12,501,23/04/2025,2025-05-03,checked_in,2025-03-04 00:00:00
RES-89744DE3B4,339,1,1,2024/10/03,08-Oct-2024,NOSHOW,20/09/2024 00:00
RES-B9E8D0ABC7,731,4,142,09-19-2024,,NS,2024-09-11 00:00:00
RES-2495BCD2D9,1164,2,40,24/03/2024,03/04/2024,cancelled,2024-02-22 00:00:00
RES-6DF93A870A,564,10,400,02-18-2026,2026-02-27,CANCELLED,01-29-2026 12:00 AM
RES-2876FD4D86,55,15,672,2024-06-28,2024-07-07,checked-out,2024-06-01 00:00:00
RES-B424ED7EC9,321,1,31,06-07-2024,06-17-2024,No Show,05-04-2024 12:00 AM
RES-8111BB2A31,155,7,279,2026/05/20,30-May-2026,conf,10/04/2026 00:00
RES-13E9FFF35A,403,8,304,2026/06/17,2026/06/26,checked_out,04-18-2026 12:00 AM
RES-911ACFDE2C,347,5,234,2024-10-21,2024-10-25,PND,13/10/2024 00:00
RES-FD7B580483,665,11,465,2026-01-04,2026/01/10,CONFIRMED,30/11/2025 00:00
RES-D28336F3FF,509,1,29,07-Apr-2025,12/04/2025,NOSHOW,26/02/2025 00:00
RES-2C588B2A1F,276,2,36,2025/01/01,01-05-2025,checked_in,11-11-2024 12:00 AM
RES-2B2B40F23E,998,12,498,11-06-2024,2024/11/10,No Show,2024-09-24 00:00:00
RES-13C8519497,774,7,297,2024/09/22,2024/09/30,PND,09-19-2024 12:00 AM
RES-E9AB5F9A95,915,9,384,2025-10-02,04-Oct-2025,CHECKED_OUT,09-27-2025 12:00 AM
RES-F8FB94795F,1033,3,100,17-Oct-2025,2025/10/27,checked-in,01/10/2025 00:00
RES-BC2E9CAA9A,436,8,313,05-04-2025,2025/05/09,Cancelled,2025-03-17 00:00:00
RES-C4045C57AE,6,15,634,12/03/2024,22-Mar-2024,NOSHOW,10/02/2024 00:00
RES-24F210682D,1208,7,280,18/02/2026,22-Feb-2026,CHECKED_IN,2026-02-14 00:00:00
RES-FFDE721E36,149,3,124,2026-06-08,2026/06/09,CO,05-23-2026 12:00 AM
RES-98A0E78B5A,291,6,249,20-Nov-2024,26-Nov-2024,NS,11-08-2024 12:00 AM
RES-E4D158B9AC,1102,14,684,2025-04-04,14/04/2025,checked_in,2025-02-21 00:00:00
RES-B6A79DA4B0,257,14,602,2025/07/02,07-09-2025,PND,06-11-2025 12:00 AM
RES-CA1DD61823,90,13,515,02-17-2024,25-Feb-2024,checked-in,2024-02-15 00:00:00
RES-31177C6D7C,1211,14,565,03-14-2026,03-22-2026,NOSHOW,2026-01-17 00:00:00
RES-875D1AAA2B,939,11,445,09-03-2024,05-Sep-2024,checked_in,07-09-2024 12:00 AM
RES-79C5C5B1DE,896,6,257,06-07-2024,2024/06/10,checked_in,04/05/2024 00:00
RES-0B1FCCC16B,131,3,109,2024/06/07,2024/06/17,checked-out,04-21-2024 12:00 AM
RES-8F6E6980D1,330,5,197,2024/09/12,2024/09/16,no-show,2024-07-28 00:00:00
RES-8F12C59EA7,252,6,246,06-09-2026,06-10-2026,Checked In,31/05/2026 00:00
RES-51905578DB,545,8,333,20-Feb-2026,2026-02-27,CO,01-21-2026 12:00 AM
RES-81B9222F8A,824,14,569,06-05-2026,10-Jun-2026,CHECKED_OUT,18/04/2026 00:00
RES-13D4BC780C,789,15,664,17-Jun-2026,2026-06-25,cancelled,05-31-2026 12:00 AM
RES-14F189D832,287,11,442,04-11-2025,17/04/2025,checked_in,22/03/2025 00:00
RES-A0EE490E3D,276,10,410,27/08/2025,04-Sep-2025,PENDING,2025-07-25 00:00:00
RES-FFAE5D51DB,1135,3,158,2025/12/12,19/12/2025,NOSHOW,12-09-2025 12:00 AM
RES-27DA31835C,565,4,165,29/03/2024,04-06-2024,checked-out,03-04-2024 12:00 AM
RES-4EFCA0E797,114,1,6,2024/05/06,10/05/2024,confirmed,2024-04-01 00:00:00
RES-6D360D0D97,44,15,689,2025/01/14,01-23-2025,Checked Out,28/12/2024 00:00
RES-411DFDFD7F,805,3,108,22/12/2024,27-Dec-2024,Checked In,17/12/2024 00:00
RES-A44AA9B311,928,12,486,2026/07/24,28-Jul-2026,Confirmed,19/06/2026 00:00
RES-55E26F0C59,885,6,259,2025/11/17,11-26-2025,PND,11-03-2025 12:00 AM
RES-120CB156B1,670,5,243,2025-03-30,2025/03/31,no_show,01-31-2025 12:00 AM
RES-534E904F86,1235,7,302,11/11/2025,2025/11/18,PENDING,2025-10-11 00:00:00
RES-B943960230,994,7,286,26-Apr-2025,2025/05/03,no_show,2025-04-13 00:00:00
RES-595F805496,1013,14,575,2025/11/01,11-02-2025,Pending,2025-09-13 00:00:00
RES-FDCC98D54D,264,4,167,2026-04-30,2026/05/06,Checked In,03-05-2026 12:00 AM
RES-33EA3C06C8,555,13,533,2025-12-18,2025-12-21,CHECKED_OUT,2025-12-06 00:00:00
RES-08F7D05E96,723,11,459,28/06/2025,03/07/2025,checked-in,06-18-2025 12:00 AM
RES-9100FD0ECB,110,9,378,2025/06/11,2025/06/17,CONFIRMED,2025-05-21 00:00:00
RES-3D434A28DE,389,1,19,20-Sep-2026,09-21-2026,Pending,08-28-2026 12:00 AM
RES-E415C27609,1197,14,582,2026/10/16,26-Oct-2026,Checked In,2026-08-20 00:00:00
RES-73E9751903,25,5,200,17/05/2025,26/05/2025,Pending,2025-05-10 00:00:00
RES-2F60CC81E7,452,13,544,04-14-2025,20-Apr-2025,checked-out,22/03/2025 00:00
RES-1D20E0D6C5,635,6,253,13-Aug-2026,2026-08-18,CHECKED_OUT,06/08/2026 00:00
RES-C55D3C0EEF,445,2,54,2025/09/30,10-03-2025,pending,2025-08-13 00:00:00
RES-4CDB5FF6AD,426,2,62,24/06/2026,2026/06/28,CANCELLED,04-30-2026 12:00 AM
RES-9E09E0FABF,590,14,601,2025/05/12,2025-05-16,NS,2025-04-29 00:00:00
RES-7C99BCF90B,225,4,145,20/04/2025,2025/04/30,Checked In,28/03/2025 00:00
RES-5D4CF91BC7,173,11,439,28/04/2024,2024-05-01,PND,04-01-2024 12:00 AM
RES-B7227FEDA1,8,12,511,02/12/2024,07-Dec-2024,CANCELLED,09/10/2024 00:00
RES-E693683C10,1154,5,195,31/08/2025,05/09/2025,pending,08-25-2025 12:00 AM
RES-F2A44316C4,905,1,10,02-07-2026,11/02/2026,CNF,05/01/2026 00:00
RES-F306A2BE86,116,15,676,2026/08/09,08-13-2026,confirmed,07-26-2026 12:00 AM
RES-DCC56DEF9B,288,1,28,27-Jul-2025,03-Aug-2025,CHECKED_IN,10/06/2025 00:00
RES-1B92F558F8,633,9,391,11-02-2025,11-06-2025,Pending,2025-10-31 00:00:00
RES-B0DBB2FFE5,847,3,111,12-10-2024,12-12-2024,Pending,18/10/2024 00:00
RES-34DB3AFEB6,140,2,48,17-Jan-2025,2025/01/25,CI,10/01/2025 00:00
RES-A47C7E0C8E,26,15,654,14/05/2026,18-May-2026,canceled,03-15-2026 12:00 AM
RES-CE58EFD58C,287,14,593,15/02/2024,18/02/2024,PENDING,09/01/2024 00:00
RES-DCF17DCCC0,406,6,264,27-Oct-2025,31-Oct-2025,checked_in,18/10/2025 00:00
RES-231447A2B7,379,3,102,2026/06/16,2026-06-17,checked-out,2026-05-16 00:00:00
RES-F8C50073F3,411,10,397,12-03-2025,06/12/2025,CXL,10-15-2025 12:00 AM
RES-9C98815F0B,626,6,268,2025/04/06,04-09-2025,CO,07/02/2025 00:00
RES-88629E1280,436,4,172,22-Nov-2025,30-Nov-2025,confirmed,03/11/2025 00:00
RES-164BA99592,804,9,380,04/10/2025,13-Oct-2025,CNF,09-14-2025 12:00 AM
RES-B754572FBE,730,5,227,02-20-2024,2024/02/26,PND,2024-01-17 00:00:00
RES-65AA84C9DA,1159,10,399,30/05/2026,06-03-2026,CANCELLED,2026-05-20 00:00:00
RES-9A0B57C0A2,846,11,466,04/06/2026,14-Jun-2026,PENDING,19/04/2026 00:00
RES-C3E6AD7B2E,515,3,93,2025-03-28,03-30-2025,CI,03-02-2025 12:00 AM
RES-BE3D968509,776,12,507,2025/02/20,01-Mar-2025,PND,02-09-2025 12:00 AM
RES-072F05582B,522,3,95,02-27-2026,2026-03-09,CO,02-11-2026 12:00 AM
RES-275BE5E24E,614,6,248,2024/04/13,22/04/2024,cancelled,02-18-2024 12:00 AM
RES-C6B02CC7B3,391,4,145,2025-05-22,01/06/2025,CANCELLED,25/04/2025 00:00
RES-C901B16195,1129,10,401,23/05/2024,2024-05-26,cancelled,04-03-2024 12:00 AM
RES-7A2795A0A1,314,13,515,23/08/2025,29/08/2025,canceled,16/08/2025 00:00
RES-86F5DB828E,597,11,434,12/02/2024,2024-02-21,Confirmed,2024-01-05 00:00:00
RES-8461D6C99B,384,2,62,2026/05/11,05-14-2026,cancelled,05-03-2026 12:00 AM
RES-F74E030CEF,1179,13,554,2025-12-07,2025-12-08,pending,06/12/2025 00:00
RES-7ED72F11EA,436,7,301,2024/07/16,21/07/2024,CXL,27/06/2024 00:00
RES-2C1976A077,1010,2,35,2025-04-30,02-May-2025,CNF,21/03/2025 00:00
RES-033C9EC384,382,1,10,2026-05-31,2026/06/01,pending,05-14-2026 12:00 AM
RES-1FE26BE47E,1164,15,652,08/05/2024,2024-05-12,pending,2024-04-26 00:00:00
RES-80E5B607DC,365,6,273,20/12/2025,29/12/2025,checked-in,12-15-2025 12:00 AM
RES-F46752AF9F,88,8,326,2024-04-15,17-Apr-2024,Checked In,2024-03-31 00:00:00
RES-B8B2D766BE,792,9,374,2025-11-28,30-Nov-2025,confirmed,26/11/2025 00:00
RES-A9BEA40312,843,15,687,26/06/2024,06-27-2024,CXL,18/05/2024 00:00
RES-E97E74E238,479,14,580,2024-01-28,2024/01/31,conf,01-17-2024 12:00 AM
RES-9C729B9353,48,13,535,10-09-2026,10/10/2026,No Show,2026-08-26 00:00:00
RES-745911D9BC,655,1,2,07-11-2025,20/07/2025,CHECKED_OUT,24/06/2025 00:00
RES-065FEF4C4D,894,1,32,2025-10-18,2025/10/19,cancelled,09-16-2025 12:00 AM
RES-1FC775AEBF,83,8,345,09-16-2026,09-20-2026,confirmed,14/08/2026 00:00
RES-55354A55D2,1219,15,644,2024/11/04,07/11/2024,CNF,2024-09-05 00:00:00
RES-B8EF073A19,323,3,76,2026-05-09,14-May-2026,CO,2026-04-26 00:00:00
RES-5384F3D358,61,2,52,11-09-2024,2024-11-16,Checked Out,06/11/2024 00:00
RES-B620DDA66E,805,13,519,2025/07/30,07-Aug-2025,NOSHOW,2025-07-07 00:00:00
RES-5AE7850CF8,522,11,431,2025-05-21,05-31-2025,no_show,2025-04-03 00:00:00
RES-83C5BA053F,255,9,368,04-06-2026,11-Apr-2026,PND,10/02/2026 00:00
RES-36866744C0,693,8,307,2024-11-07,2024-11-14,no-show,2024-10-01 00:00:00
RES-89EA4BB97C,990,8,324,08/04/2026,09/04/2026,no_show,15/02/2026 00:00
RES-7BB9D80A21,1034,12,487,04-25-2025,28/04/2025,CNF,26/03/2025 00:00
RES-E0FBFE5905,549,11,465,05/09/2025,09-13-2025,checked-out,31/07/2025 00:00
RES-32F0AE51C2,696,3,87,25/06/2025,06-26-2025,no-show,04-28-2025 12:00 AM
RES-C41F735097,1083,9,388,2026/03/20,03-25-2026,PND,2026-02-23 00:00:00
RES-F81DFDA420,805,10,404,2024/12/30,2025-01-03,NOSHOW,12-21-2024 12:00 AM
RES-1282B9739A,970,8,353,01/02/2025,02-05-2025,checked-out,2024-12-07 00:00:00
RES-B75F4ADF7C,554,14,613,09/03/2024,2024-03-14,Pending,01/03/2024 00:00
RES-558B53A1AE,852,15,655,2025/02/25,06-Mar-2025,canceled,14/02/2025 00:00
RES-A9C441A4BE,744,8,320,17/06/2024,06-22-2024,cancelled,2024-04-30 00:00:00
RES-CE63708DDE,543,2,41,08-26-2025,03/09/2025,CNF,08-04-2025 12:00 AM
RES-174061EE95,776,12,513,2025-06-09,15/06/2025,conf,01/06/2025 00:00
RES-08AAAD8C3E,516,13,553,2025/02/19,2025/02/22,checked-out,31/01/2025 00:00
RES-21650AF5D0,1082,8,323,2025-03-08,03-18-2025,confirmed,18/01/2025 00:00
RES-CF071A3402,155,6,254,07-Oct-2024,2024/10/12,Pending,2024-08-13 00:00:00
RES-7271F38476,352,6,272,2025-01-15,2025-01-19,Confirmed,28/11/2024 00:00
RES-2C5A4489AB,1096,7,282,19/01/2026,01-26-2026,confirmed,27/11/2025 00:00
RES-3B5B6CEDF8,1210,11,448,12-Jun-2024,2024/06/13,CANCELLED,26/04/2024 00:00
RES-19A7E418BB,131,10,419,2026-08-24,03-Sep-2026,checked_out,23/07/2026 00:00
RES-79F665A51D,221,8,340,23/11/2024,2024-11-26,CONFIRMED,2024-11-22 00:00:00
RES-52D007725B,1109,3,124,14/05/2026,23/05/2026,cancelled,03-19-2026 12:00 AM
RES-9B957C8FBD,1123,7,283,17-Jun-2024,2024/06/18,CO,05-24-2024 12:00 AM
RES-ED856D76A9,536,14,616,2024-04-03,04-04-2024,checked-in,03/02/2024 00:00
RES-B77CB0F866,1001,7,290,25-Oct-2024,2024-11-03,CI,09/09/2024 00:00
RES-DB5EBE74B3,1229,3,104,03-May-2025,11/05/2025,CO,04-12-2025 12:00 AM
RES-E56EE556A9,1022,3,66,2025/09/11,21/09/2025,checked_out,11/08/2025 00:00
RES-62732254B6,1202,5,187,2025-09-29,,checked-in,09-11-2025 12:00 AM
RES-8D69288776,889,1,22,2024/03/23,03-26-2024,PND,01-27-2024 12:00 AM
RES-45282ADC23,859,11,448,20-Jan-2025,2025-01-28,checked_in,2024-12-31 00:00:00
RES-22D4DD99F8,798,2,49,11-19-2025,11-26-2025,no_show,2025-11-10 00:00:00
RES-988C758DFE,1028,14,633,04-24-2026,28-Apr-2026,checked-in,16/03/2026 00:00
RES-0D7BD9BEF9,1210,11,470,01-Apr-2024,04-09-2024,CHECKED_IN,2024-02-08 00:00:00
RES-CA3EAE2CBC,723,8,319,09-17-2026,2026-09-20,CI,31/07/2026 00:00
RES-1AFB2AE614,106,7,293,08/12/2025,14/12/2025,no-show,11-06-2025 12:00 AM
RES-EECAD7B772,332,5,229,25-Apr-2026,05-02-2026,NS,03-16-2026 12:00 AM
RES-7DB985FC5C,696,1,15,2024-03-08,2024/03/09,CONFIRMED,02-08-2024 12:00 AM
RES-C245D51FEC,850,12,481,02-17-2026,25/02/2026,No Show,2026-01-27 00:00:00
RES-1CB1234EAB,769,12,511,2024/10/02,10-05-2024,checked-in,09-10-2024 12:00 AM
RES-E95B995C4A,1047,7,275,26/05/2024,02/06/2024,checked_out,2024-05-24 00:00:00
RES-E606B02F04,295,9,392,08-13-2024,2024/08/20,canceled,07-02-2024 12:00 AM
RES-336215C1BB,136,9,367,2024-05-19,26/05/2024,Pending,2024-03-28 00:00:00
RES-9503EFEDB4,1084,9,379,20-Nov-2024,2024-11-27,pending,11-04-2024 12:00 AM
RES-43F980CCD1,1134,10,396,2024-04-06,2024-04-09,CHECKED_OUT,02-19-2024 12:00 AM
RES-143924E3F3,950,12,504,10-27-2024,03-Nov-2024,Checked In,02/09/2024 00:00
RES-612C981C5C,1033,6,247,12/10/2025,10-17-2025,pending,2025-09-20 00:00:00
RES-D51E639F49,1176,15,658,2025-01-29,2025/02/02,canceled,01-15-2025 12:00 AM
RES-BD8381A68C,144,4,143,12-05-2025,2025-12-11,CANCELLED,01/11/2025 00:00
RES-C5F9259A95,902,1,28,2026-01-11,01-17-2026,NOSHOW,04/01/2026 00:00
RES-B23CB41E82,1152,3,116,08-Feb-2026,2026/02/11,Confirmed,01-22-2026 12:00 AM
RES-50604ED6D1,346,5,216,02/08/2024,03/08/2024,CI,06-20-2024 12:00 AM
RES-79E079E5A2,1119,4,145,2025/07/20,2025/07/29,NS,03/07/2025 00:00
RES-722643392C,684,14,569,08-24-2025,09-03-2025,Checked Out,19/08/2025 00:00
RES-B0A502BAA2,1197,7,285,02-17-2024,19/02/2024,CXL,31/01/2024 00:00
RES-91AE4E281E,20,8,324,06-Jul-2025,2025/07/14,confirmed,05-29-2025 12:00 AM
RES-5431C28DB1,468,5,180,2025-05-26,01/06/2025,pending,2025-05-16 00:00:00
RES-D9082C8773,991,13,556,28/03/2024,04-05-2024,checked_out,02-03-2024 12:00 AM
RES-9DFA883753,611,4,144,2026/03/07,17/03/2026,pending,03/02/2026 00:00
RES-30238FE29D,364,15,664,2025/01/07,10/01/2025,NOSHOW,19/12/2024 00:00
RES-ABE9FD6B0A,728,11,442,2024/03/22,2024/03/29,CHECKED_IN,2024-02-23 00:00:00
RES-475A3800B1,166,12,499,04-05-2025,2025-04-15,checked-out,28/02/2025 00:00
RES-F39D3C90E4,759,5,176,2024-06-16,2024-06-23,No Show,02/05/2024 00:00
RES-FFF70D8934,153,4,154,2024/06/25,02-Jul-2024,cancelled,2024-06-01 00:00:00
RES-5F64944F18,639,11,457,2026/06/27,04-Jul-2026,NOSHOW,05-09-2026 12:00 AM
RES-4207BF8B4C,837,13,554,27-Jul-2024,06/08/2024,CANCELLED,07-21-2024 12:00 AM
RES-44E31361E8,376,1,14,2026-03-14,24-Mar-2026,cancelled,2026-02-19 00:00:00
RES-FB3C8AA085,21,3,114,2025-06-08,2025/06/12,NOSHOW,2025-05-14 00:00:00
RES-AD95B51D72,1074,8,344,07-Dec-2025,2025-12-11,canceled,2025-11-14 00:00:00
RES-DCCBCCC7D9,423,1,23,16-Feb-2026,02-24-2026,PENDING,2026-01-24 00:00:00
RES-CCA47205F7,4,13,533,20/06/2026,21/06/2026,Confirmed,2026-06-19 00:00:00
RES-4488F18826,624,5,197,08/02/2025,14/02/2025,checked_out,2025-01-25 00:00:00
RES-223663A93E,498,9,370,2024/02/17,02-24-2024,checked-out,01-04-2024 12:00 AM
RES-B23216EDAC,132,2,39,2024/04/22,2024-04-25,no_show,2024-04-15 00:00:00
