payment_id,reservation_id,payment_date,payment_method,amount,payment_status
PMT-66DD0F500C,RES-5E532DFB19,04/12/2024 00:00,debit_card,1790.04,PENDING
PMT-3879AD9912,RES-11F4A14A06,06-08-2025 12:00 AM,cash,1368.86,DECLINED
PMT-93DB9D18F8,RES-BD2713A82B,2024-06-10 00:00:00,paypal,276.81,pending
PMT-31F2DEC116,RES-BD2713A82B,08-10-2024 12:00 AM,bank_transfer,1745.33,Paid
PMT-BB2D9B7DBD,RES-72F0CB8D6E,12/04/2026 00:00,credit_card,527.47,DECLINED
PMT-4F59A3CD8A,RES-33AFBE93B6,01-11-2024 12:00 AM,credit_card,1544.76,success
PMT-4F3B26D853,RES-4D2B08558C,2024-08-06 00:00:00,cash,218.28,declined
PMT-5DB9D20672,RES-69381F5D17,2026-01-15 00:00:00,debit_card,1763.22,Refunded
PMT-15274DDECE,RES-1C9B6A6C96,2026-03-06 00:00:00,mobile_money,345.15,Paid
PMT-A1726D7D20,RES-1DB27CEAE5,01/07/2025 00:00,debit_card,1109.04,Failed
PMT-588F143AEA,RES-AE33258B1E,06/02/2026 00:00,credit_card,138.6,paid
PMT-7B8BDD19B3,RES-8931D65D65,10/02/2024 00:00,mobile_money,1367.23,paid
PMT-738C3B8356,RES-8931D65D65,2025-03-05 00:00:00,credit_card,1696.42,success
PMT-90948D583C,RES-8931D65D65,15/04/2024 00:00,credit_card,728.28,Pending
PMT-2F46FDD6CB,RES-E3B9493000,24/06/2024 00:00,paypal,541.95,paid
PMT-F8D2A13FC7,RES-E3B9493000,13/08/2025 00:00,cash,403.74,Refunded
PMT-C03E71FF97,RES-BAE016C321,15/06/2024 00:00,debit_card,124.99,failed
PMT-8479ABE138,RES-E771A16BE5,12-30-2025 12:00 AM,credit_card,323.08,REFUNDED
PMT-D571104BC7,RES-3EE64674AE,07-14-2024 12:00 AM,cash,277.5,Pending
PMT-FC93F3F8D5,RES-95EEB133DB,2024-06-03 00:00:00,credit_card,900.35,FAILED
PMT-C055B120BF,RES-B24C485424,02-18-2026 12:00 AM,paypal,1026.53,failed
PMT-235EC1A8B3,RES-EF385ECC61,09-29-2025 12:00 AM,paypal,966.51,REFUNDED
PMT-6B2ACF2BE4,RES-A22D71FF68,03-05-2026 12:00 AM,cash,1688.9,Pending
PMT-E9D0D9A116,RES-B6E5FF95B6,15/07/2025 00:00,paypal,310.33,PAID
PMT-ABB3C0ACE3,RES-63EEE8AB2E,11-13-2024 12:00 AM,debit_card,1431.35,Refunded
PMT-A235CFEEBD,RES-B05EA17A6B,05-10-2025 12:00 AM,debit_card,652.6,success
PMT-CCCA5257CE,RES-7555968D60,19/10/2024 00:00,bank_transfer,833.26,FAILED
PMT-2CFF4D0BCC,RES-21DD000320,11-10-2024 12:00 AM,paypal,493.88,pending
PMT-CD018F622F,RES-73D6706076,2026-05-18 00:00:00,cash,1175.52,Refunded
PMT-68A4BC1B04,RES-73D6706076,02/10/2025 00:00,credit_card,746.32,FAILED
PMT-3B62502A6F,RES-332F30B2B6,2025-05-03 00:00:00,cash,296.73,refunded
PMT-E96F90CAF9,RES-928F829D3D,15/08/2025 00:00,paypal,670.57,FAILED
PMT-58B0DE1C1F,RES-9678A28AFD,2025-07-06 00:00:00,paypal,377.15,SUCCESS
PMT-87201F68F1,RES-525715F36C,2026-04-14 00:00:00,bank_transfer,205.24,Pending
PMT-A539408131,RES-525715F36C,,bank_transfer,1354.66,PENDING
PMT-E66C9EFDE0,RES-525715F36C,05-08-2024 12:00 AM,cash,1105.33,REFUNDED
PMT-A5B82D67FF,RES-A0B3A25213,19/09/2024 00:00,paypal,421.13,DECLINED
PMT-7B2BB0F340,RES-775A9C8099,20/01/2026 00:00,bank_transfer,496.84,paid
PMT-9971A8BCA0,RES-BD284B3612,2026-03-11 00:00:00,credit_card,1082.53,failed
PMT-1702E12D17,RES-FAE7A2D722,2024-11-30 00:00:00,mobile_money,1702.63,PAID
PMT-C4A870E6E5,RES-4A83291DC5,17/12/2025 00:00,cash,1571.11,SUCCESS
PMT-C2F92A1F06,RES-A0B1D304E1,04-23-2025 12:00 AM,bank_transfer,1654.87,declined
PMT-F05D009B15,RES-B6537DC774,,debit_card,480.13,pending
PMT-557DA748B5,RES-9A76635EE4,04-10-2026 12:00 AM,paypal,249.89,Pending
PMT-D0700A1528,RES-59A2443739,08-20-2024 12:00 AM,paypal,1488.44,Failed
PMT-3EB59C4D2E,RES-77FDF3FA56,16/03/2025 00:00,paypal,1656.14,PAID
PMT-679FD0BF6D,RES-D192E1E592,2025-10-27 00:00:00,mobile_money,1452.4,Pending
PMT-545BC2CD35,RES-D192E1E592,07-05-2025 12:00 AM,debit_card,308.53,pending
PMT-505D2A40E5,RES-CEC00F7180,2025-07-23 00:00:00,cash,436.94,FAILED
PMT-FA81633FFA,RES-2E9EC1CB9D,2024-08-07 00:00:00,debit_card,890.4,refunded
PMT-9E9ED5D290,RES-8994695BD2,04/12/2024 00:00,mobile_money,211.39,declined
PMT-0E085F99C5,RES-8994695BD2,10-02-2025 12:00 AM,mobile_money,1000.33,DECLINED
PMT-C9433A016F,RES-8994695BD2,01-12-2025 12:00 AM,cash,1384.9,FAILED
PMT-9313CC33FC,RES-88B00672FB,16/02/2025 00:00,mobile_money,1524.22,success
PMT-8FDBF4F824,RES-88B00672FB,2025-01-29 00:00:00,paypal,1574.98,pending
PMT-6C9176D099,RES-88B00672FB,03-30-2024 12:00 AM,credit_card,556.48,success
PMT-E75F966E0E,RES-DE140BA955,04-19-2026 12:00 AM,mobile_money,958.59,PAID
PMT-B5B9C2A586,RES-DE4545A13F,2026-01-23 00:00:00,credit_card,437.68,REFUNDED
PMT-9DFA022A5B,RES-DE4545A13F,2024-01-07 00:00:00,mobile_money,595.48,FAILED
PMT-41DDCAC1AF,RES-DE4545A13F,,credit_card,538.81,SUCCESS
PMT-45415D0989,RES-5A8D60D0BD,06/03/2024 00:00,paypal,1324.35,paid
PMT-B81EE9AF0F,RES-704D2AD308,07-04-2025 12:00 AM,debit_card,969.37,pending
PMT-C4D055BD44,RES-490F0D5770,05-28-2026 12:00 AM,bank_transfer,469.17,FAILED
PMT-7E92624DFD,RES-B860117300,16/05/2025 00:00,debit_card,1311.04,paid
PMT-F3B9A5EFCF,RES-D5EEFE2409,02-17-2025 12:00 AM,cash,1185.23,paid
PMT-869E6C8B8F,RES-C8CBDBED7B,06-05-2026 12:00 AM,bank_transfer,258.19,refunded
PMT-3033605AA2,RES-687517EC6F,07-14-2024 12:00 AM,mobile_money,1681.13,Refunded
PMT-EF1C580C72,RES-0775C72C89,2024-03-03 00:00:00,debit_card,1142.06,Pending
PMT-E667D496D4,RES-F372000D36,13/05/2024 00:00,paypal,820.43,DECLINED
PMT-636B0C712C,RES-4BD97FF46F,15/01/2026 00:00,bank_transfer,848.83,PENDING
PMT-80AAB58354,RES-EF9482AC9B,,mobile_money,572.76,refunded
PMT-51E2383FFA,RES-F14D0B93D3,03-31-2024 12:00 AM,bank_transfer,688.25,success
PMT-0C7C3CFA03,RES-A2ED716436,2024-10-06 00:00:00,bank_transfer,324.9,refunded
PMT-4FD1346FA7,RES-C1E0551641,2025-10-22 00:00:00,cash,885.07,declined
PMT-8F0813A57D,RES-C1E0551641,2024-01-11 00:00:00,debit_card,1566.39,refunded
PMT-3770A4AC88,RES-C1E0551641,06-17-2026 12:00 AM,debit_card,1446.69,REFUNDED
PMT-A6433602D0,RES-881A595240,03-09-2024 12:00 AM,bank_transfer,500.69,PENDING
PMT-3657EA85D5,RES-00354B8902,04-13-2026 12:00 AM,bank_transfer,1226.51,declined
PMT-10454DC33F,RES-1F20830A2B,10-19-2025 12:00 AM,paypal,1027.15,PAID
PMT-FAC004065C,RES-1CDF84577D,24/08/2025 00:00,bank_transfer,636.64,pending
PMT-BFDB6655EF,RES-918E0A3CFB,06-28-2025 12:00 AM,mobile_money,1740.38,failed
PMT-F8AD83875D,RES-FF9E097E28,2025-11-22 00:00:00,cash,379.37,pending
PMT-538A7487C7,RES-2358B72823,07-03-2024 12:00 AM,cash,1193.65,success
PMT-CB83D93090,RES-B7524940B9,05-01-2026 12:00 AM,mobile_money,957.45,refunded
PMT-043F18055C,RES-F8C3D0A0BD,2024-01-10 00:00:00,cash,1710.87,REFUNDED
PMT-E036A267F0,RES-2C58606310,11-27-2025 12:00 AM,bank_transfer,402.39,Paid
PMT-C5480D5EB3,RES-94D0C23167,2026-05-03 00:00:00,paypal,771.09,refunded
PMT-A09E59CD8F,RES-94D0C23167,02-10-2025 12:00 AM,paypal,653.71,FAILED
PMT-84990BAE4C,RES-94D0C23167,11-15-2024 12:00 AM,mobile_money,444.71,pending
PMT-F09F5B65F5,RES-0A878D06F2,03-16-2024 12:00 AM,debit_card,1145.82,declined
PMT-DDE63CD865,RES-B752DEA2C8,10-24-2024 12:00 AM,credit_card,996.9,SUCCESS
PMT-A781545E45,RES-B752DEA2C8,2025-11-12 00:00:00,bank_transfer,56.08,Refunded
PMT-2E79B3AD0D,RES-277B716789,03-17-2025 12:00 AM,mobile_money,171.51,PENDING
PMT-B339C4BBA1,RES-4592059464,09/06/2025 00:00,bank_transfer,1552.4,Refunded
PMT-D59CE77F86,RES-52FE7521C1,30/01/2026 00:00,debit_card,1130.81,SUCCESS
PMT-C56A82AA1B,RES-4FC2768C3A,06/06/2024 00:00,paypal,489.14,declined
PMT-7784E24291,RES-A0F9A04C01,10-14-2024 12:00 AM,paypal,976.93,PAID
PMT-69E087383D,RES-BE8A65BE3B,17/06/2024 00:00,debit_card,1344.21,refunded
PMT-DACDF29905,RES-BE8A65BE3B,2025-05-15 00:00:00,paypal,355.42,Refunded
PMT-5C139F6055,RES-AA1D056DB8,01/07/2025 00:00,bank_transfer,366.81,success
PMT-7E72BB3B7A,RES-4D2107C043,03-21-2026 12:00 AM,cash,910.73,Failed
PMT-52D3B5EDD9,RES-ECF82DBCAC,05/06/2024 00:00,bank_transfer,755.15,Failed
PMT-0C7A8CA064,RES-A4E57FFADE,12-09-2024 12:00 AM,credit_card,222.28,Refunded
PMT-CB45788CA0,RES-3BEA869CC6,2024-11-28 00:00:00,paypal,1002.99,SUCCESS
PMT-5E16273A08,RES-1680660F7E,11-17-2025 12:00 AM,bank_transfer,284.77,Refunded
PMT-4335089140,RES-1680660F7E,02-14-2025 12:00 AM,mobile_money,549.21,Failed
PMT-B69746C5D1,RES-9794EC213A,04-06-2025 12:00 AM,paypal,329.11,paid
PMT-8C7FF8B9DC,RES-9794EC213A,07/12/2024 00:00,bank_transfer,1468.58,DECLINED
PMT-B3A5F38A27,RES-5683D4557B,01-01-2026 12:00 AM,credit_card,1137.55,PENDING
PMT-C9486ACD64,RES-D7926B7BE2,2025-02-19 00:00:00,cash,471.52,declined
PMT-229FA99B9D,RES-D7926B7BE2,06-16-2025 12:00 AM,credit_card,367.35,pending
PMT-CA8A7A8050,RES-D7926B7BE2,2025-08-22 00:00:00,cash,899.4,REFUNDED
PMT-C58DE732B7,RES-3A2E7CC206,08-29-2025 12:00 AM,mobile_money,1470.5,REFUNDED
PMT-C0D86A288D,RES-5EEE332441,27/02/2024 00:00,cash,1318.13,refunded
PMT-ED1CA63A3F,RES-A14CBAE3C6,2025-02-25 00:00:00,paypal,1165.8,PAID
PMT-48B5D7FE6E,RES-C5BECD40E6,26/11/2025 00:00,cash,319.17,Pending
PMT-EB3188897B,RES-C5BECD40E6,2026-03-25 00:00:00,bank_transfer,1549.28,Failed
PMT-5BD1C3AD96,RES-C5BECD40E6,20/01/2025 00:00,bank_transfer,427.11,pending
PMT-6D9E3E20CA,RES-35BC31F358,05-19-2026 12:00 AM,cash,1332.28,PAID
PMT-02C65261B8,RES-0291AEFBCA,2026-01-09 00:00:00,cash,1409.01,Refunded
PMT-A3AB2348B8,RES-7EC377F03A,2024-09-26 00:00:00,bank_transfer,1452.86,declined
PMT-878F45B50A,RES-B0DDFDAC27,10/04/2025 00:00,mobile_money,492.45,declined
PMT-040EB19F34,RES-FAD8CDAB57,03-16-2024 12:00 AM,credit_card,972.96,PENDING
PMT-BD8DECBDBF,RES-FAD8CDAB57,27/03/2024 00:00,paypal,665.57,REFUNDED
PMT-B32185C974,RES-C06EE3DD39,2025-10-15 00:00:00,paypal,1671.66,PENDING
PMT-4EABA27B01,RES-C739AEC600,25/06/2024 00:00,mobile_money,1047.8,Failed
PMT-8BDE49D8FB,RES-97F011602E,11-06-2025 12:00 AM,cash,790.2,pending
PMT-379AF89128,RES-E56E7A33B2,2025-06-28 00:00:00,credit_card,1595.16,DECLINED
PMT-7E9CB098C8,RES-A3F499C809,08-26-2025 12:00 AM,paypal,314.03,pending
PMT-B29C790E79,RES-8F8EE8ADED,15/10/2024 00:00,mobile_money,1649.25,PENDING
PMT-17C7BDA2F4,RES-92FA028A1D,02-27-2024 12:00 AM,paypal,1010.75,FAILED
PMT-698F984C84,RES-25C7AC2FE7,07-25-2025 12:00 AM,bank_transfer,1682.75,PENDING
PMT-D511A9687F,RES-DA31504477,01-08-2024 12:00 AM,bank_transfer,1278.83,success
PMT-F0D0F1EAD7,RES-53F4017C88,29/09/2024 00:00,cash,1420.23,success
PMT-BD7F7B6035,RES-F34B316B29,11/04/2024 00:00,cash,70.85,refunded
PMT-2F3FDA52CD,RES-9E8596033F,31/03/2024 00:00,credit_card,1031.24,PENDING
PMT-3DDC2C358D,RES-9E8596033F,2024-06-21 00:00:00,bank_transfer,1593.18,Pending
PMT-15478D87DA,RES-37CF87F953,05-28-2025 12:00 AM,bank_transfer,250.98,PENDING
PMT-32588A0C9D,RES-AF5B2EFEEC,17/07/2024 00:00,mobile_money,97.17,SUCCESS
PMT-9D53D83736,RES-4EFF88E89C,06-17-2025 12:00 AM,mobile_money,1432.88,PAID
PMT-4383D5080E,RES-4EFF88E89C,11/06/2025 00:00,cash,784.67,REFUNDED
PMT-EE91996F8F,RES-4EFF88E89C,27/02/2024 00:00,bank_transfer,1131.59,FAILED
PMT-1D8188F0C3,RES-193C88AD64,2025-10-09 00:00:00,cash,1005.96,Paid
PMT-3418FDA5FD,RES-80A046AE35,04-01-2024 12:00 AM,mobile_money,824.63,Pending
PMT-9CFB6AB8F1,RES-03B10137BA,14/10/2024 00:00,mobile_money,1536.75,Refunded
PMT-AF36A89E62,RES-03B10137BA,2024-12-31 00:00:00,credit_card,1667.3,Paid
PMT-DD8E20CC61,RES-03B10137BA,11/07/2025 00:00,cash,1783.23,Pending
PMT-0822CE1E17,RES-F6E19FDFF5,2025-03-20 00:00:00,credit_card,1484.54,PENDING
PMT-916C97699B,RES-99C70D3E81,12-29-2025 12:00 AM,bank_transfer,421.52,PENDING
PMT-B6C2298E55,RES-90499F83C1,2025-10-23 00:00:00,mobile_money,882.22,declined
PMT-18B82E3C51,RES-2BAA7F2580,31/05/2026 00:00,debit_card,509.7,Pending
PMT-35F2AE5620,RES-DB81324B10,26/11/2025 00:00,mobile_money,756.05,PENDING
PMT-71CFA2FC55,RES-18295BCACF,2024-07-01 00:00:00,bank_transfer,568.71,Refunded
PMT-9488950AD4,RES-381CABFF51,12-29-2025 12:00 AM,mobile_money,909.26,declined
PMT-9513C88A1F,RES-53DCDDAA26,2024-05-08 00:00:00,credit_card,1188.4,REFUNDED
PMT-33CD8FDCEE,RES-BD848E198A,2024-09-21 00:00:00,cash,1489.46,refunded
PMT-C1FB2A3230,RES-5205615853,11-15-2025 12:00 AM,mobile_money,993.6,REFUNDED
PMT-047AD30FCD,RES-19C3D5B93F,04/06/2024 00:00,debit_card,56.89,paid
PMT-B87E3E6ECE,RES-0658A36907,06-14-2024 12:00 AM,bank_transfer,500.06,PENDING
PMT-5A89737118,RES-A8AC6209D4,03-20-2024 12:00 AM,bank_transfer,1514.66,SUCCESS
PMT-49503E244C,RES-DB035977A7,2025-07-18 00:00:00,paypal,600.13,PAID
PMT-29E7628000,RES-2C8298DEB4,01/10/2024 00:00,paypal,688.1,FAILED
PMT-3F4071927C,RES-924A230D92,09-30-2025 12:00 AM,credit_card,1372.45,refunded
PMT-22F59448B9,RES-078E533A78,06-05-2026 12:00 AM,credit_card,118.21,FAILED
PMT-07164FCE3B,RES-5F9F5A023A,2025-01-03 00:00:00,cash,390.87,Failed
PMT-BF2BE09A68,RES-E58210C2FF,28/04/2026 00:00,paypal,1532.31,refunded
PMT-7703526471,RES-9ABD90480C,2025-06-30 00:00:00,credit_card,1773.07,REFUNDED
PMT-70B104835B,RES-CB6EB07732,11-23-2025 12:00 AM,bank_transfer,1149.34,failed
PMT-1CA9382BED,RES-CB6EB07732,03-28-2024 12:00 AM,paypal,927.37,REFUNDED
PMT-7D02CC28F7,RES-82E6D72E7D,06/08/2025 00:00,mobile_money,229.62,success
PMT-653E3F8623,RES-ECCB1D5EE7,2024-05-15 00:00:00,credit_card,1232.9,success
PMT-06E257B862,RES-AAD09EB0E4,2024-06-17 00:00:00,debit_card,559.86,Refunded
PMT-C8EBE1ACDD,RES-277C27EDA7,2024-04-03 00:00:00,mobile_money,1272.44,refunded
PMT-1436B86947,RES-5A7FCA9A23,02/11/2024 00:00,debit_card,678.97,Refunded
PMT-B1CE247E57,RES-BB784C3778,2024-04-24 00:00:00,credit_card,1138.47,SUCCESS
PMT-E15EC89B3C,RES-F91634FA51,01/01/2026 00:00,debit_card,675.74,PAID
PMT-BE6E4F89B4,RES-F91634FA51,2024-10-18 00:00:00,cash,1257.52,refunded
PMT-1E7D9575B0,RES-DFD4090236,09/05/2026 00:00,paypal,486.27,failed
PMT-C63E66B53E,RES-178ADD54D6,05-01-2025 12:00 AM,credit_card,1500.48,Paid
PMT-D1BC60DBEB,RES-DFC2602A3E,2026-02-07 00:00:00,credit_card,1029.51,Paid
PMT-D96C2355FD,RES-C01ABA8C8C,04-08-2025 12:00 AM,debit_card,155.15,PAID
PMT-E8F9A82E70,RES-C01ABA8C8C,2026-04-23 00:00:00,paypal,721.15,refunded
PMT-68DC17B467,RES-C01ABA8C8C,2025-08-13 00:00:00,credit_card,861.21,refunded
PMT-CD4557C6DC,RES-53144143A1,2025-09-06 00:00:00,credit_card,645.88,Failed
PMT-20FFA213C2,RES-31AF5920DB,2026-02-20 00:00:00,cash,203.55,refunded
PMT-29A000F915,RES-B1E70C0F2D,2025-03-18 00:00:00,mobile_money,1019.49,REFUNDED
PMT-B2124670C9,RES-A477890CB0,2026-03-23 00:00:00,debit_card,839.29,PAID
PMT-5243A38E2D,RES-A477890CB0,2025-02-16 00:00:00,bank_transfer,1386.34,pending
PMT-908DE0321C,RES-64F2A8601E,21/05/2025 00:00,cash,1000.39,pending
PMT-77D706101F,RES-ACBE03650E,2024-05-29 00:00:00,mobile_money,992.07,paid
PMT-A2CA6D2498,RES-ACBE03650E,02/12/2025 00:00,credit_card,567.11,REFUNDED
PMT-CE31A7A6E4,RES-D13D6FAF9B,11-13-2025 12:00 AM,paypal,676.5,failed
PMT-F55945B79B,RES-7B84B19197,18/07/2024 00:00,mobile_money,1276.15,SUCCESS
PMT-FC28A7E522,RES-B9B1C8AA0A,04/10/2024 00:00,cash,554.23,Paid
PMT-0CB664030B,RES-493A97409B,27/03/2024 00:00,paypal,1700.26,refunded
PMT-80FF13A41E,RES-FB8DE2EE8A,05-06-2025 12:00 AM,cash,65.64,PENDING
PMT-BFAAA5D6FF,RES-838AFDFB31,05-16-2026 12:00 AM,cash,1064.6,pending
PMT-4FB68579E4,RES-838AFDFB31,10-14-2024 12:00 AM,credit_card,959.63,pending
PMT-582BCDE72C,RES-838AFDFB31,12-12-2025 12:00 AM,bank_transfer,1271.41,failed
PMT-3AF379C06D,RES-00584EC5C3,12/01/2024 00:00,debit_card,1760.22,Failed
PMT-B760A715A4,RES-2211CC04B4,29/05/2026 00:00,bank_transfer,407.84,refunded
PMT-335B8FC4C8,RES-365C9639E8,2025-09-02 00:00:00,paypal,1520.52,refunded
PMT-22766F17A9,RES-78F404C242,08/06/2024 00:00,credit_card,1413.12,Failed
PMT-091783D6A8,RES-29400D3AED,2025-08-20 00:00:00,cash,156.88,failed
PMT-DB629C66B8,RES-0F63B82ADB,25/01/2025 00:00,bank_transfer,140.03,PAID
PMT-039C00E3FC,RES-0F63B82ADB,2024-05-14 00:00:00,mobile_money,1537.14,success
PMT-4317373913,RES-C8790E8C7F,14/01/2025 00:00,bank_transfer,939.15,SUCCESS
PMT-BB6DB44AA7,RES-18AB34777F,08-27-2025 12:00 AM,cash,348.38,Pending
PMT-7263A517A2,RES-18AB34777F,11-04-2024 12:00 AM,paypal,1212.71,PAID
PMT-3AF0844818,RES-18AB34777F,03/03/2026 00:00,debit_card,1598.12,refunded
PMT-180E9B0F0D,RES-BFC57864FC,11-07-2025 12:00 AM,paypal,1777.29,REFUNDED
PMT-81DE5517A8,RES-1B9D132F26,06-19-2025 12:00 AM,debit_card,1340.4,PENDING
PMT-8F4564CAB7,RES-E9A33950D2,09-05-2025 12:00 AM,credit_card,1396.21,FAILED
PMT-EE7202C6F2,RES-7E0A232501,,mobile_money,1706.6,declined
PMT-E5302A1B21,RES-3E8EBEFF82,14/01/2024 00:00,mobile_money,105.56,Pending
PMT-DA34108791,RES-3E8EBEFF82,2025-06-10 00:00:00,credit_card,401.08,FAILED
PMT-F0EA46573B,RES-3F9C386598,11-06-2024 12:00 AM,credit_card,1772.31,DECLINED
PMT-B3744D7BDA,RES-ABF30D6B6F,06-30-2024 12:00 AM,credit_card,674.25,DECLINED
PMT-A50A243314,RES-67C045823B,07-29-2025 12:00 AM,cash,706.08,refunded
PMT-31FAF182F1,RES-87C140A54C,03/11/2024 00:00,paypal,533.0,declined
PMT-0585DD367C,RES-A51E911219,08-20-2024 12:00 AM,bank_transfer,735.45,SUCCESS
PMT-DE34C7684A,RES-A56123BF66,,debit_card,140.67,Pending
PMT-745FC1A6C7,RES-5A05C56C5D,10-19-2025 12:00 AM,debit_card,1695.24,REFUNDED
PMT-E4D295E41A,RES-7E3ACFF46E,07-16-2024 12:00 AM,credit_card,931.77,PAID
PMT-776AE3D524,RES-A706E6CA88,24/04/2026 00:00,debit_card,1269.94,Paid
PMT-E893BF8009,RES-F0C6780ECF,09-26-2025 12:00 AM,paypal,1297.87,Pending
PMT-9BE62CCA9F,RES-6EB4EF998D,03-19-2026 12:00 AM,paypal,1303.84,success
PMT-FAC3D72C1C,RES-3CB305148A,14/02/2025 00:00,mobile_money,1211.91,Paid
PMT-39540AA5EA,RES-B5024056B8,08/04/2026 00:00,bank_transfer,1465.21,FAILED
PMT-5274B00FCE,RES-C6EB6562B7,26/11/2024 00:00,bank_transfer,1131.16,SUCCESS
PMT-6085C4BAEC,RES-E398FFB43F,03/05/2024 00:00,mobile_money,82.37,pending
PMT-9CC8181DF7,RES-C2BEB9370C,24/01/2024 00:00,bank_transfer,824.33,Failed
PMT-EF82090F91,RES-C2BEB9370C,02-28-2026 12:00 AM,paypal,1318.05,Failed
PMT-52FDFB2607,RES-C2BEB9370C,2026-03-03 00:00:00,cash,1753.49,PAID
PMT-FC971C76E6,RES-513EFCD9C5,2024-10-18 00:00:00,paypal,580.74,refunded
PMT-1DD884663D,RES-EFB771BF31,24/10/2024 00:00,bank_transfer,737.23,refunded
PMT-CA9D84AF5C,RES-3C295B92AC,04/04/2024 00:00,cash,455.98,PAID
PMT-E600F7C6D7,RES-03BBDD1B3F,28/02/2026 00:00,credit_card,568.27,declined
PMT-66EEDEBD72,RES-316EF9E18F,04-16-2025 12:00 AM,mobile_money,110.04,SUCCESS
PMT-5E0D638FAD,RES-730DD0153D,16/06/2026 00:00,cash,479.04,Pending
PMT-A5786D87A2,RES-25E6BBF48A,18/02/2024 00:00,credit_card,1448.11,pending
PMT-028BDD13B3,RES-65B711DD77,01-30-2025 12:00 AM,credit_card,1398.06,Paid
PMT-B542C4CF39,RES-65B711DD77,01/01/2026 00:00,paypal,897.37,Failed
PMT-6F05A679D9,RES-58F277696C,2024-02-07 00:00:00,bank_transfer,1416.47,Pending
PMT-9E5CDDBEEB,RES-C11C26E76B,04-15-2026 12:00 AM,debit_card,73.39,pending
PMT-C2B0CCB9CC,RES-AC3932268D,02-23-2025 12:00 AM,cash,365.39,PENDING
PMT-066B32BB47,RES-F3EC447659,2024-03-05 00:00:00,credit_card,802.24,Failed
PMT-E90B29F4CC,RES-B4FDAD1CD2,2024-04-28 00:00:00,credit_card,178.21,success
PMT-F99E388A04,RES-B4FDAD1CD2,05/06/2025 00:00,mobile_money,1107.24,Failed
PMT-6B52AB838B,RES-204BDAF693,2025-01-14 00:00:00,debit_card,1211.71,pending
PMT-C21A758C8E,RES-020EC7848B,07/04/2026 00:00,bank_transfer,455.14,PAID
PMT-91856FF82D,RES-3F307F66DE,18/09/2024 00:00,credit_card,1261.37,Pending
PMT-E51868C0C5,RES-E23CC4F96B,01-05-2026 12:00 AM,credit_card,350.38,refunded
PMT-0AC1A8A939,RES-3203EE0A43,25/10/2024 00:00,bank_transfer,433.48,Refunded
PMT-7A7E6EAAE6,RES-9EC9A68937,2025-11-28 00:00:00,bank_transfer,1796.25,REFUNDED
PMT-4FCC9E92C1,RES-52DDBDD8D8,16/10/2025 00:00,paypal,781.96,REFUNDED
PMT-DE4D3DD395,RES-574B9007F6,22/12/2025 00:00,cash,477.01,Paid
PMT-C9726C7BEC,RES-3F6092161A,01-16-2024 12:00 AM,mobile_money,1079.83,FAILED
PMT-5BD143E557,RES-3F6092161A,2025-04-30 00:00:00,credit_card,1367.96,PENDING
PMT-7298B83F7D,RES-BDA3ECE716,03/06/2026 00:00,credit_card,376.57,declined
PMT-CF2ABD3522,RES-4C2531145E,09-16-2025 12:00 AM,paypal,1294.99,Refunded
PMT-3C259E4637,RES-4C2531145E,02-02-2024 12:00 AM,paypal,1782.6,paid
PMT-56E72E3CA9,RES-8D548062F6,26/02/2024 00:00,bank_transfer,241.81,failed
PMT-B7F55B6234,RES-6EB559404F,2024-03-25 00:00:00,cash,1438.19,PENDING
PMT-5316431E46,RES-36F2BFB49C,2025-09-02 00:00:00,paypal,1575.71,success
PMT-B079A89E1F,RES-8A2730A6B6,2025-07-17 00:00:00,credit_card,440.14,PENDING
PMT-1E19090E90,RES-BA61C9480D,09-18-2024 12:00 AM,bank_transfer,91.25,REFUNDED
PMT-D41B21D911,RES-B2110942FB,05/02/2026 00:00,bank_transfer,1177.41,success
PMT-F6B4F15E1E,RES-8D78D7E1FA,08-30-2024 12:00 AM,credit_card,1560.22,REFUNDED
PMT-80CD1DA6A5,RES-CFEE7FBE52,04-27-2026 12:00 AM,debit_card,944.29,FAILED
PMT-92EB5EBD34,RES-77EFC073DD,2025-03-31 00:00:00,bank_transfer,531.23,Pending
PMT-CA85A3110E,RES-C82803F19B,03-23-2024 12:00 AM,debit_card,1009.55,REFUNDED
PMT-DE9BC013B3,RES-C82803F19B,2024-08-02 00:00:00,bank_transfer,390.22,PENDING
PMT-D5229E62C1,RES-0A19EF2ED5,08/05/2026 00:00,bank_transfer,1062.78,pending
PMT-E3D88CED7B,RES-2D8B60AA06,04-20-2026 12:00 AM,mobile_money,600.48,FAILED
PMT-8690043A91,RES-BAD307CFF1,2026-05-19 00:00:00,mobile_money,1015.83,REFUNDED
PMT-B08E4D540F,RES-BAD307CFF1,2024-07-05 00:00:00,credit_card,437.06,Pending
PMT-487079FA20,RES-BAD307CFF1,2026-05-16 00:00:00,mobile_money,1289.99,PENDING
PMT-9DFA1814A6,RES-40DEC65FEB,18/01/2026 00:00,credit_card,932.11,pending
PMT-939AB50681,RES-789CD02773,2024-09-22 00:00:00,debit_card,1729.29,refunded
PMT-415AF45DBE,RES-A0F247714A,04/04/2024 00:00,credit_card,818.87,DECLINED
PMT-186F1ACA96,RES-B72C64F194,2024-01-11 00:00:00,cash,843.24,declined
